LATITUDE,LONGITUDE,LOG1,LOG2,TIPO_ACID,QUEDA_ARR,DATA_HORA,DIA_SEM,FERIDOS,FERIDOS_GR,MORTES,MORTE_POST,FATAIS,AUTO,TAXI,LOTACAO,ONIBUS_URB,ONIBUS_MET,ONIBUS_INT,CAMINHAO,MOTO,CARROCA,BICICLETA,OUTRO,TEMPO,NOITE_DIA,REGIAO,DIA,MES,ANO,FX_HORA,UPS
-30.211202,-51.182051,PCA INACIO ANTONIO DA SILVA,,ATROPELAMENTO,0,2016-07-01T09:09:00,SEXTA-FEIRA,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,1,7,2016,9,13
-30.211004,-51.180716,ESTR FRANCISCA DE OLIVEIRA VIEIRA,,CHOQUE,0,2016-02-07T15:00:00,DOMINGO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,7,2,2016,15,5
-30.210438,-51.176770,R EUSTAQUIO INACIO DA SILVEIRA,,ABALROAMENTO,0,2016-10-31T11:00:00,SEGUNDA-FEIRA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,31,10,2016,11,5
-30.210158,-51.187541,AV BEIRA RIO,,ATROPELAMENTO,0,2016-05-29T18:00:00,DOMINGO,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,29,5,2016,18,5
-30.210097,-51.180250,R JORGE MELLO GUIMARAES,ESTR FRANCISCA DE OLIVEIRA VIEIRA,ABALROAMENTO,0,2016-03-04T23:50:00,SEXTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,NOITE,SUL,4,3,2016,23,1
-30.210024,-51.176620,R PODALIRIO TEIXEIRA MACHADO,,ABALROAMENTO,0,2016-09-03T15:00:00,SABADO,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CHUVOSO,DIA,SUL,3,9,2016,15,5
-30.210005,-51.175155,R EUSTAQUIO INACIO DA SILVEIRA,,ABALROAMENTO,0,2016-09-15T19:00:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,15,9,2016,19,5
-30.209857,-51.183420,R DR CARLOS FLORES,,ABALROAMENTO,0,2016-04-06T11:00:00,QUARTA-FEIRA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,SUL,6,4,2016,11,1
-30.208643,-51.111982,AV EDGAR PIRES DE CASTRO,,QUEDA,0,2016-12-11T17:45:00,DOMINGO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,11,12,2016,17,5
-30.208058,-51.195593,AV PINHEIRO MACHADO,,ABALROAMENTO,0,2016-12-22T10:10:00,QUINTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,CENTRO,22,12,2016,10,5
-30.205838,-51.178889,AV JUCA BATISTA,,COLISAO,0,2016-07-13T13:00:00,QUARTA-FEIRA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,BOM,DIA,SUL,13,7,2016,13,1
-30.204407,-51.143878,ESTR JACQUES DA ROSA,R DO JESUINO,ABALROAMENTO,0,2016-02-16T16:00:00,TERCA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,BOM,DIA,SUL,16,2,2016,16,5
-30.203271,-51.117216,AV EDGAR PIRES DE CASTRO,,ABALROAMENTO,0,2016-10-05T12:30:00,QUARTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,5,10,2016,12,5
-30.203117,-51.160573,ESTR CHAPEU DO SOL,,ABALROAMENTO,0,2016-03-26T13:33:00,SABADO,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,BOM,DIA,SUL,26,3,2016,13,1
-30.202809,-51.118262,AV EDGAR PIRES DE CASTRO,,COLISAO,0,2016-06-04T18:00:00,SABADO,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,NUBLADO,NOITE,SUL,4,6,2016,18,13
-30.202668,-51.112532,ESTR DA TAQUARA,,ATROPELAMENTO,0,2016-02-16T18:05:00,TERCA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,LESTE,16,2,2016,18,5
-30.202279,-51.119592,AV EDGAR PIRES DE CASTRO,,QUEDA,0,2016-11-05T09:30:00,SABADO,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,BOM,DIA,SUL,5,11,2016,9,13
-30.202220,-51.119939,AV EDGAR PIRES DE CASTRO,,ABALROAMENTO,0,2016-01-16T13:42:00,SABADO,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,16,1,2016,13,5
-30.202161,-51.120116,AV EDGAR PIRES DE CASTRO,,COLISAO,0,2016-12-16T18:30:00,SEXTA-FEIRA,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,BOM,NOITE,SUL,16,12,2016,18,5
-30.201298,-51.171881,ESTR FRANCISCA DE OLIVEIRA VIEIRA,,QUEDA,0,2016-05-10T13:00:00,TERCA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BOM,DIA,SUL,10,5,2016,13,5
-30.201290,-51.091274,ESTR SAO CAETANO,,ABALROAMENTO,0,2016-03-16T18:00:00,QUARTA-FEIRA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,BOM,NOITE,SUL,16,3,2016,18,5
